,company,rating,location,headquarters,company_size,revenue,glassdoor_awards,other_awards,interview_difficulty
105,Blue Yonder,4.3,"['GA', 'MI', 'GA', 'AR', 'MA', 'Mexico', 'Mexico', 'Mexico', 'TX', 'TX', 'FL', 'TX', 'GA', 'WI', 'Mexico', 'Canada', 'CA', 'AZ', 'Canada', 'MD', 'GA', 'CA', 'AZ', 'MI', 'WI']","Scottsdale, AZ",1001 to 5000 employees, $1 to $2 billion (USD) per year,1,1,3
106,Gentex (Michigan),4.3,"['MI', 'MI']","Zeeland, MI",1001 to 5000 employees, $1 to $2 billion (USD) per year,0,1,2.5
107,Rapid7,4.3,"['VA', 'TX', 'MA', 'CA', 'Canada']","Boston, MA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
108,Medidata Solutions,4.3,"['OH', 'CA', 'NJ', 'TX', 'NJ', 'NJ', 'NY', 'CA', 'CA']","New York, NY",1001 to 5000 employees, $500 million to $1 billion (USD) per year,1,1,2.8
109,Atlassian,4.3,"['TX', 'MA', 'CA', 'NY', 'CA']",Sydney (Australia),1001 to 5000 employees, Unknown / Non-Applicable,0,1,3
110,Digital Realty,4.3,"['VA', 'GA', 'MA', 'VA', 'IL', 'NJ', 'TX', 'IL', 'CA', 'FL', 'MA', 'NY', 'AZ', 'TX', 'CA', 'CA', 'Canada', 'DC']","San Francisco, CA",1001 to 5000 employees, $1 to $2 billion (USD) per year,0,1,2.7
111,Alarm.com,4.3,"['MN', 'MA', 'CO', 'CO', 'FL', 'KS', 'VA', 'VA', 'MN', 'CA', 'VA', 'VA', 'VA']","McLean, VA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
112,8x8,4.2,"['CA', 'MN']","Campbell, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.7
113,PROS,4.2,United States,"Houston, TX",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
114,Harris Computer,4.3,"['ME', 'Canada', 'MA', 'Canada', 'IL', 'CO', 'FL', 'FL', 'FL', 'Canada', 'NY', 'NY', 'OK', 'Canada', 'PA', 'Canada', 'VA', 'Canada', 'MO', 'FL', 'Canada', 'TX', 'Canada', 'MA']","Ottawa, ON (Canada)",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,2.6
115,Daugherty Business Solutions,4.3,"['GA', 'MN', 'IL', 'MO', 'TX', 'NJ', 'MN', 'IL', 'IL', 'MO']","Saint Louis, MO",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,3
116,Procore Technologies,4.3,"['TX', 'MA', 'CA', 'NY', 'OR', 'CA', 'CA', 'CA', 'Canada', 'Canada', 'MN']","Carpinteria, CA",1001 to 5000 employees, Unknown / Non-Applicable,1,1,2.9
117,Infoblox,4.3,"['Canada', 'CA', 'CA', 'WA']","Santa Clara, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
118,Wrike,4.0,"['TX', 'CA', 'CA']","San Jose, CA",1001 to 5000 employees, Unknown / Non-Applicable,0,1,2.9
119,Fast Enterprises,4.3,"['CO', 'CO', 'CO', 'CO', 'CO', 'CO']","Centennial, CO",1001 to 5000 employees, $25 to $50 million (USD) per year,1,1,2.7
120,YouTube,4.2,"['CA', 'CA', 'NY', 'CA', 'CA']","San Bruno, CA",1001 to 5000 employees, Unknown / Non-Applicable,0,1,3.2
121,QAD,4.3,"['IL', 'Mexico', 'IL', 'MI', 'MI', 'GA', 'NJ', 'CA', 'CA']","Santa Barbara, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.6
122,Paylocity,4.3,"['ID', 'FL', 'KY', 'ID', 'NH', 'NY', 'CA', 'IL']","Schaumburg, IL",1001 to 5000 employees, $100 to $500 million (USD) per year,1,1,2.9
123,Jamf,4.2,"['WI', 'MN']","Minneapolis, MN",1001 to 5000 employees, Unknown / Non-Applicable,0,1,2.9
124,Gusto,4.1,"['CO', 'NY', 'CA']","San Francisco, CA",1001 to 5000 employees, Unknown / Non-Applicable,0,1,3.1
125,Informatica,4.2,"['TX', 'MA', 'NC', 'IL', 'TX', 'CO', 'IL', 'NY', 'NC', 'CA', 'VA', 'CA', 'Canada']","Redwood City, CA",1001 to 5000 employees, $1 to $2 billion (USD) per year,0,1,3.2
126,ThoughtWorks,3.6,"['GA', 'IL', 'TX', 'NY', 'CA']","Chicago, IL",5001 to 10000 employees, $100 to $500 million (USD) per year,0,1,3.4
127,Cox Enterprises,4.2,"['GA', 'GA', 'TX', 'IL', 'OH', 'TX', 'WA', 'NV', 'FL', 'NY', 'IL', 'FL', 'AZ', 'CA', 'CA', 'CA']","Atlanta, GA",10000+ employees, $10+ billion (USD) per year,0,1,2.7
128,Eventbrite,4.2,"['TN', 'CA', 'Canada']","San Francisco, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,1,1,2.9
129,Scientific Research,4.2,"['MD', 'VA', 'GA', 'SC', 'CO', 'SC', 'CA', 'SC']","Atlanta, GA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,2.4
130,Splunk,4.1,"['GA', 'MD', 'CO', 'CA', 'TX', 'CA', 'CA', 'VA', 'NY', 'TX', 'Canada', 'CA', 'CA', 'CA', 'WA', 'Canada', 'VA', 'Canada', 'DC']","San Francisco, CA",1001 to 5000 employees, $1 to $2 billion (USD) per year,1,1,2.9
131,Kaspersky,4.2,500 Unicorn Park Dr. ,Moscow (Russia),1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,2.9
132,Yext,4.2,"['GA', 'IL', 'TX', 'CO', 'VA', 'FL', 'NY', 'CA', 'DC']","New York, NY",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
133,Cadence Design Systems,4.2,"['TX', 'MA', 'MA', 'NC', 'MA', 'MD', 'MA', 'PA', 'CA', 'CA', 'CA']","San Jose, CA",5001 to 10000 employees, $1 to $2 billion (USD) per year,1,1,3
134,Smartsheet,4.2,"['WA', 'MA', 'WA', 'WA']",NA,NA,NA,NA,NA,NA
135,DraftKings,4.2,"['MA', 'NJ', 'NJ', 'NV', 'NY', 'CA']","Boston, MA",1001 to 5000 employees, Unknown / Non-Applicable,1,1,2.9
136,Pluralsight,4.1,"['MA', 'UT', 'UT', 'UT']","Farmington, UT",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,3
137,CNN,4.2,"['GA', 'CA', 'NY', 'DC']","Atlanta, GA",5001 to 10000 employees, $1 to $2 billion (USD) per year,0,0,2.9
138,Ceridian,4.2,"['GA', 'GA', 'MN', 'MN', 'GA', 'CA', 'CA', 'CA', 'MN', 'MN', 'GA', 'MN', 'FL', 'FL', 'GA', 'GA', 'FL']","Minneapolis, MN",1001 to 5000 employees, $500 million to $1 billion (USD) per year,1,1,2.9
139,Mentor Graphics,4.1,"['TX', 'MA', 'CA', 'CO', 'MA', 'OR', 'MA', 'OR']","Wilsonville, OR",5001 to 10000 employees, $1 to $2 billion (USD) per year,0,0,3
140,Kronos Incorporated,4.2,"['MA', 'GA', 'GA', 'MA', 'MA', 'NJ', 'MA', 'IL', 'IN', 'CA', 'FL', 'CA', 'MA', 'Canada', 'NY', 'NJ', 'MA', 'FL', 'MA', 'MA']","Lowell, MA",5001 to 10000 employees, $1 to $2 billion (USD) per year,1,1,2.8
141,CARFAX,4.2,"['VA', 'VA', 'MO', 'VA', 'VA', 'VA']","Centreville, VA",501 to 1000 employees, Unknown / Non-Applicable,1,1,3
142,AppNexus,4.1,"['CO', 'CO', 'NY', 'OR', 'CA']","New York, NY",1001 to 5000 employees, Unknown / Non-Applicable,1,1,3.2
143,Zendesk,4.1,"['CA', 'WI', 'NY', 'CA']","San Francisco, CA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,2.8
144,Robert Bosch,4.1,"['MI', 'CA', 'MI']","Gerlingen, Baden-Württemberg (Germany)",10000+ employees, $10+ billion (USD) per year,0,0,2.9
145,Kony,4.1,"['TX', 'CA', 'NY', 'FL', 'CA']","Austin, TX",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,3.1
146,CrowdStrike,4.1,"['VA', 'GA', 'TX', 'MD', 'CA', 'CA', 'WA', 'CA', 'MN', 'MO', 'WA', 'CA']","Sunnyvale, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.7
147,BMW,4.1,United States,"Munich, Bayern (Germany)",10000+ employees, $10+ billion (USD) per year,0,1,2.8
148,Epicor Software,4.1,"['TX', 'PA', 'CO', 'CA', 'MN', 'PA', 'MN', 'CA', 'CA', 'MN', 'MN', 'Mexico', 'Canada', 'NY', 'NY', 'PA', 'PA', 'MN', 'NY', 'WA', 'Canada', 'Canada', 'CO', 'PA']","Austin, TX",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,2.8
149,Orbitz Worldwide,4.1,United States,"Chicago, IL",1001 to 5000 employees, $500 million to $1 billion (USD) per year,1,1,3
150,Google,4.4,"['CA', 'MI', 'TX', 'CA', 'CA', 'MA', 'IL', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA']","Mountain View, CA",10000+ employees, $10+ billion (USD) per year,1,1,3.3
151,Microsoft,4.3,"['WA', 'WA', 'WA', 'MA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'CA', 'NC', 'WA', 'WA', 'WA', 'CA', 'CA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'WA']","Redmond, WA",10000+ employees, $10+ billion (USD) per year,1,1,3.1
152,Cisco Systems,4.2,"['NC', 'CA', 'CA', 'NC', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'NC', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA']","San Jose, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
153,Intel Corporation,4.1,"['OR', 'OR', 'CA', 'AZ', 'CA', 'CA', 'AZ', 'Mexico', 'OR', 'AZ', 'CA', 'CA', 'OR', 'CA', 'AZ', 'OR', 'AZ', 'NM', 'CA', 'CA', 'Costa Rica', 'CA', 'AZ', 'CA', 'AZ']","Santa Clara, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
154,Apple,4.1,"['TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'TX', 'CA', 'CA', 'CA', 'CA']","Cupertino, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
155,Amazon,3.9,"['WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'VA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA']","Seattle, WA",10000+ employees, $10+ billion (USD) per year,1,1,3
156,IBM,3.8,"['VA', 'VA', 'VA', 'MD', 'VA', 'VA', 'VA', 'VA', 'MD', 'MD', 'MD', 'VA', 'MD', 'VA', 'VA', 'MD', 'NY', 'NC', 'VA', 'MD', 'MD', 'VA', 'VA', 'DC', 'VA']","Armonk, NY",10000+ employees, $10+ billion (USD) per year,0,1,2.8
157,Tata Consultancy Services,3.7,"['GA', 'NJ', 'IL', 'NJ', 'NY', 'NC', 'IL', 'OH', 'OH', 'NJ', 'NJ', 'NJ', 'TX', 'FL', 'NJ', 'NJ', 'NJ', 'MN', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NJ', 'AZ', 'NJ', 'NJ', 'TX', 'CA', 'IL', 'NJ', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ']",Mumbai (India),10000+ employees, $10+ billion (USD) per year,1,1,2.7
158,Infosys,3.1,"['NY', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'MS', 'PA', 'TN', 'TX', 'NJ', 'NY', 'NY', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'CA', 'NY']",Bengaluru (India),10000+ employees, $10+ billion (USD) per year,1,1,2.6
159,Wipro,2.9,"['GA', 'MA', 'OH', 'CA', 'OH', 'TX', 'TX', 'CA', 'MN', 'CA', 'NY', 'CA', 'MA', 'MN', 'VA', 'CA', 'CA', 'CA', 'CA', 'CA']",Bengaluru (India),10000+ employees, $5 to $10 billion (USD) per year,1,1,2.8
160,Box,4.2,"['TX', 'NY', 'CA', 'CA']","Redwood City, CA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,3
161,Dropbox,4.1,"['TX', 'NY', 'CA', 'CA', 'WA']","San Francisco, CA",1001 to 5000 employees, Unknown / Non-Applicable,0,1,3.1
162,Elastic,4.0,"['TX', 'IL', 'CO', 'CA', 'NY', 'DC']","Mountain View, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
163,Bullhorn,4.0,"['GA', 'MA', 'FL', 'VA', 'MO', 'Canada']","Boston, MA",1001 to 5000 employees, $100 to $500 million (USD) per year,1,1,2.9
164,Guidewire,4.0,"['CA', 'AL', 'IL', 'SC', 'TX', 'MN', 'PA', 'CA', 'Canada', 'NY', 'CA', 'CA', 'CA', 'Canada']","San Mateo, CA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,1,1,3.1
165,MOURI Tech,4.0,United States,NA,NA,NA,NA,NA,NA
166,Brocade,4.0,United States,"San Jose, CA",5001 to 10000 employees, $2 to $5 billion (USD) per year,0,1,3.1
167,Paycor,4.0,"['OH', 'GA', 'TX', 'MD', 'AL', 'MA', 'IN', 'NC', 'IL', 'OH', 'OH', 'OH', 'PA', 'TX', 'CO', 'IL', 'CO', 'FL', 'TX', 'MI', 'TX', 'IN', 'FL', 'KS', 'MO', 'KS', 'MI', 'KY', 'TN', 'NY', 'OH', 'NE', 'FL', 'KS', 'PA', 'AZ', 'NC', 'VA', 'MO', 'CA', 'FL']","Cincinnati, OH",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.7
168,Toast Inc,4.0,"['MA', 'IL', 'NE', 'MA']","Boston, MA",1001 to 5000 employees, Unknown / Non-Applicable,0,1,2.8
169,NBC,4.0,"['CA', 'NY', 'CA']","New York, NY",5001 to 10000 employees, $5 to $10 million (USD) per year,0,0,3
170,NBC,4.0,"['CA', 'NY', 'CA']","New York, NY",5001 to 10000 employees, $5 to $10 million (USD) per year,0,0,3
171,Axway,4.0,"['AZ', 'CA', 'AZ']","Phoenix, AZ",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,2.6
172,Wix,4.0,"['CO', 'FL', 'NY']",Tel Aviv (Israel),1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,0,2.9
173,CapTech,4.0,"['GA', 'NC', 'IL', 'OH', 'CO', 'PA', 'VA', 'VA', 'PA']","Richmond, VA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
174,Compass,4.0,"['CO', 'GA', 'TX', 'CA', 'MA', 'NY', 'NY', 'CA', 'MA', 'IL', 'TX', 'CA', 'CO', 'CA', 'CT', 'TX', 'CA', 'CA', 'FL', 'CA', 'TN', 'NY', 'CA', 'PA', 'MD', 'CA', 'CA', 'CA', 'CA', 'WA']","New York, NY",1001 to 5000 employees, $500 million to $1 billion (USD) per year,1,1,2.9
175,Nutanix,4.0,"['VA', 'GA', 'IL', 'NC', 'TX', 'CA', 'CA', 'VA', 'NY', 'NY', 'NC', 'CA', 'WA', 'VA', 'DC']","San Jose, CA",5001 to 10000 employees, Unknown / Non-Applicable,1,1,3.1
176,Datto ,4.0,"['MA', 'CA', 'CT', 'NY', 'IL', 'CT']","Norwalk, CT",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
177,Yardi Systems,4.0,"['GA', 'TX', 'MA', 'CO', 'TX', 'CO', 'NY', 'CA', 'MN', 'NC', 'GA', 'CA', 'CA', 'MA']","Santa Barbara, CA",5001 to 10000 employees, $500 million to $1 billion (USD) per year,1,1,2.9
178,United Space Alliance,4.0,"['FL', 'TX', 'FL', 'FL']","Houston, TX",5001 to 10000 employees, $50 to $100 million (USD) per year,1,1,2.7
179,Siemens PLM Software,4.0,"['OH', 'CA', 'MI', 'AL', 'MI', 'OH', 'TX', 'MO', 'MN', 'CA', 'MN', 'MI']","Plano, TX",5001 to 10000 employees, $1 to $5 million (USD) per year,0,0,3
180,Siemens PLM Software,4.0,"['OH', 'CA', 'MI', 'AL', 'MI', 'OH', 'TX', 'MO', 'MN', 'CA', 'MN', 'MI']","Plano, TX",5001 to 10000 employees, $1 to $5 million (USD) per year,0,0,3
181,[24]7.ai,4.0,United States,"San Jose, CA",10000+ employees, $100 to $500 million (USD) per year,0,1,2.7
182,Stripe,4.0,510 Townsend St. ,"San Francisco, CA",1001 to 5000 employees, Unknown / Non-Applicable,0,0,3
183,Pinterest,4.0,"['NY', 'CA', 'CA', 'WA']","San Francisco, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
184,Square,3.9,"['GA', 'Canada', 'NY', 'CA', 'MO', 'CA', 'Canada']","San Francisco, CA",1001 to 5000 employees, $1 to $2 billion (USD) per year,1,1,3
185,Roku,4.0,"['TX', 'IL', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA']","San Jose, CA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,2.9
186,Pyramid Consulting,3.9,"['GA', 'VA', 'GA', 'NJ', 'NJ', 'MD', 'NY', 'CA', 'NC', 'IL', 'TX', 'TX', 'NJ', 'TX', 'NJ', 'CA', 'NJ', 'CA', 'NY', 'NJ', 'PA', 'NJ', 'TX', 'TX', 'VA', 'CA', 'CA', 'NJ']","Alpharetta, GA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
187,American Cybersystems,3.9,"['GA', 'OH', 'TX', 'NC', 'IL', 'CO', 'GA', 'TX', 'CA', 'MN', 'PA', 'CA', 'FL', 'DE']","Duluth, GA",10000+ employees, $500 million to $1 billion (USD) per year,0,1,2.7
188,Dassault Systemes,4.3,"['MI', 'MA', 'NC', 'MI', 'MI', 'CA', 'MA', 'MI', 'CA', 'MA', 'CA']",Vélizy-Villacoublay (France),10000+ employees, $2 to $5 billion (USD) per year,0,1,2.8
189,Trend Micro,4.0,"['TX', 'TX', 'CA', 'TX', 'TX', 'TX', 'Canada', 'Canada', 'CA']",Tokyo (Japan),5001 to 10000 employees, $1 to $2 billion (USD) per year,0,0,2.9
190,American Cybersystems,3.9,"['GA', 'OH', 'TX', 'NC', 'IL', 'CO', 'GA', 'TX', 'CA', 'MN', 'PA', 'CA', 'FL', 'DE']","Duluth, GA",10000+ employees, $500 million to $1 billion (USD) per year,0,1,2.7
191,Nimble Storage,3.9,"211 River Oaks Pkwy San Jose, California, 95134-1913, United States","San Jose, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
192,EPAM,3.9,"['PA', 'NJ', 'NJ', 'CA', 'NY', 'PA', 'PA', 'CA', 'Canada', 'NJ']","Newtown, PA",10000+ employees, $1 to $2 billion (USD) per year,0,1,3.1
193,ASML,3.7,"['NY', 'TX', 'ID', 'AZ', 'OR', 'NY', 'AZ', 'CA', 'CA', 'CA', 'AZ', 'CT']",Veldhoven (Netherlands),10000+ employees, $5 to $10 billion (USD) per year,0,0,2.8
194,Hortonworks,3.9,"['GA', 'NC', 'MD', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA']","Palo Alto, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,1,1,3.1
195,Trianz,3.6,"['NH', 'CA', 'CA', 'CA']","Santa Clara, CA",1001 to 5000 employees, Unknown / Non-Applicable,0,0,2.8
196,Sage,4.0,"['GA', 'GA', 'Canada', 'Canada']","Newcastle upon Tyne, England (UK)",10000+ employees, $2 to $5 billion (USD) per year,0,1,2.8
197,Appian,3.9,"['VA', 'NY', 'VA', 'VA', 'VA', 'DC']","McLean, VA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
198,Qualtrics,3.9,"['MA', 'TX', 'CO', 'CA', 'UT', 'NC', 'UT', 'WA', 'Canada', 'DC']","Provo, UT",1001 to 5000 employees, Unknown / Non-Applicable,1,1,3
199,Equinix,3.9,"['VA', 'TX', 'CA', 'TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'FL', 'NY', 'DC']","Redwood City, CA",5001 to 10000 employees, $2 to $5 billion (USD) per year,0,1,2.7
200,Ansys,3.9,[],"Canonsburg, PA",1001 to 5000 employees, $1 to $2 billion (USD) per year,0,1,3
201,Appian,3.9,[],"McLean, VA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
202,RELX,3.8,"['GA', 'GA', 'GA', 'OH', 'IL', 'PA', 'TX', 'MO', 'OH', 'NJ', 'NY', 'CT', 'PA', 'PA', 'NC', 'MO', 'CA', 'CT', 'MA']","London, England (UK)",10000+ employees, $10+ billion (USD) per year,0,1,2.8
203,Acxiom,3.9,[],"Conway, AR",1001 to 5000 employees, $1 to $2 billion (USD) per year,0,1,2.7
204,Rosetta Stone,3.9,[],"Arlington, VA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,2.9
205,Criteo,3.9,"['MI', 'MA', 'NY', 'CA']",Paris (France),1001 to 5000 employees, $2 to $5 billion (USD) per year,0,1,3.2
206,Magic Leap,3.9,"['FL', 'FL', 'FL', 'FL', 'FL', 'CA']","Plantation, FL",1001 to 5000 employees, Unknown / Non-Applicable,0,0,2.9
207,Axon,3.9,"['AZ', 'AZ', 'WA']","Scottsdale, AZ",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3.1
208,Workfront,3.9,"['UT', 'UT']","Lehi, UT",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
209,BMC Software,3.9,"['TX', 'NC', 'TX', 'TX', 'NY', 'TX', 'NC', 'CA', 'CA', 'Canada']","Houston, TX",5001 to 10000 employees, $2 to $5 billion (USD) per year,0,1,3
210,Lenovo,3.9,"['NC', 'NC', 'IL', 'NC', 'NC', 'NC', 'NC', 'CA', 'CA']","Morrisville, NC",10000+ employees, $10+ billion (USD) per year,0,1,2.8
211,BMC Software,3.9,"['TX', 'NC', 'TX', 'TX', 'NY', 'TX', 'NC', 'CA', 'CA', 'Canada']","Houston, TX",5001 to 10000 employees, $2 to $5 billion (USD) per year,0,1,3
212,Software AG,3.9,"['GA', 'CO', 'CO', 'NY', 'WA', 'VA', 'CA', 'CA', 'WA', 'CA']","Reston, VA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,3
213,Tableau Software,3.8,"['VA', 'TX', 'WA', 'NY', 'CA', 'WA', 'WA', 'Canada', 'DC']","Seattle, WA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,3.2
214,ITC Infotech,3.9,"['WA', 'AR', 'IL', 'NJ', 'MN', 'NY', 'NJ', 'CA', 'MI']",Bengaluru (India),5001 to 10000 employees, Unknown / Non-Applicable,0,1,2.8
215,Medallia,3.9,"['GA', 'TX', 'GA', 'Mexico', 'CA', 'VA', 'CA', 'NY', 'CA', 'CA']","San Mateo, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,1,1,3.2
216,Rubrik,3.9,"['CA', 'CA']","Palo Alto, CA",1001 to 5000 employees, Unknown / Non-Applicable,0,0,3.1
217,Xilinx,3.8,"['NM', 'CO', 'CA']","San Jose, CA",5001 to 10000 employees, $2 to $5 billion (USD) per year,0,1,3
218,Mozilla,3.9,"['CA', 'OR', 'CA', 'CA', 'Canada', 'Canada']","Mountain View, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
219,Vertex (Pennsylvania),3.8,"['PA', 'PA', 'IL', 'PA', 'FL']","King of Prussia, PA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
220,Vertex (Pennsylvania),3.8,"['PA', 'PA', 'IL', 'PA', 'FL']","King of Prussia, PA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
221,itelligence,3.8,"['IL', 'OH', 'Canada', 'Canada']",Bielefeld (Germany),5001 to 10000 employees, $1 to $2 billion (USD) per year,0,0,2.8
222,Anaplan,3.9,"['MA', 'IL', 'TX', 'MN', 'NY', 'CA']","San Francisco, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
223,Cornerstone OnDemand,3.8,"['NY', 'UT', 'CA', 'CA']","Santa Monica, CA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,1,1,3
224,Deltek,3.8,"['MA', 'VA', 'OR', 'VA', 'WA', 'DC', 'MA']","Herndon, VA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.9
225,Logitech,3.8,"['WA', 'CA', 'CA', 'CA']",Lausanne (Switzerland),1001 to 5000 employees, $2 to $5 billion (USD) per year,0,1,2.6
226,DealerSocket,3.9,"['UT', 'TX', 'WI', 'CA']","Dallas, TX",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.7
227,Manhattan Associates,3.8,"['GA', 'GA']","Atlanta, GA",1001 to 5000 employees, $500 million to $1 billion (USD) per year,0,1,3.1
228,Trulia,3.8,United States,"San Francisco, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,1,1,2.6
229,Worldwide TechServices,3.8,"['MA', 'CO', 'VA', 'CA', 'NY', 'CA', 'MA']","Tewksbury, MA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,1.9
230,Worldwide TechServices,3.8,"['MA', 'CO', 'VA', 'CA', 'NY', 'CA', 'MA']","Tewksbury, MA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,0,1.9
231,L&T Technology Services,3.8,"['GA', 'CA', 'IL', 'IL', 'OH', 'TX', 'MI', 'NJ', 'TX', 'NJ', 'WI', 'NY', 'IL', 'TX', 'CA']",Vadodara (India),10000+ employees, $500 million to $1 billion (USD) per year,0,1,2.9
232,j2 Global,3.7,"['TX', 'CA', 'CA', 'NY', 'Canada', 'CA']","Los Angeles, CA",1001 to 5000 employees, $1 to $2 billion (USD) per year,0,0,2.4
233,Trimble,3.8,"['GA', 'CO', 'CO', 'OR', 'OH', 'CO', 'MN', 'CO', 'GA', 'CA', 'MA', 'CA', 'MN', 'CA', 'CA', 'AZ', 'Canada', 'CO']","Sunnyvale, CA",10000+ employees, $2 to $5 billion (USD) per year,0,1,2.8
234,Progress,3.8,"['GA', 'MA', 'MA', 'MA', 'MA', 'WI', 'NC', 'GA', 'MA']","Bedford, MA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
235,CallidusCloud,3.8,United States,"Dublin, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,2.8
236,Prolifics,3.8,"['NY', 'NJ', 'FL', 'CA']","Calabasas, CA",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,3.2
237,Tata Communications,3.8,"['CA', 'VA', 'NJ', 'Canada', 'NY', 'VA', 'CA', 'DC']",Mumbai (India),5001 to 10000 employees, $10+ billion (USD) per year,0,0,2.9
238,Aruba Networks,3.8,"['CA', 'Canada', 'NY', 'CA', 'OR', 'CA', 'CA', 'CA', 'CA']","Santa Clara, CA",5001 to 10000 employees, $2 to $5 billion (USD) per year,0,1,2.9
239,Aspire Systems,3.8,United States,Chennai (India),1001 to 5000 employees, $50 to $100 million (USD) per year,0,1,3
240,OCLC,3.8,"['OH', 'OH', 'WA']","Dublin, OH",1001 to 5000 employees, $100 to $500 million (USD) per year,0,1,3.3
241,Samsara,3.8,"['GA', 'CA', 'CA']","San Francisco, CA",1001 to 5000 employees, Unknown / Non-Applicable,1,1,2.6
